,City,Country,Lat,Lon,Cloudiness,Date,Humidity,Max Temp,Wind Speed
0,tortoli,IT,39.93,9.66,5.0,1570746785.3933268,30.0,68.0,10.29
0,nanakuli,US,21.39,-158.15,75.0,1570746785.7728615,70.0,89.6,12.75
0,alyangula,AU,-13.85,136.42,64.0,1570746786.1018124,83.0,77.0,3.36
0,xicotencatl,MX,23.02,-98.88,0.0,1570746786.4943843,48.0,95.0,5.01
0,rabaul,PG,-4.2,152.17,95.0,1570746786.8339016,72.0,82.62,4.91
0,chirongui,YT,-12.93,45.15,0.0,1570746787.2194092,83.0,78.8,3.36
0,hervey bay,AU,-25.3,152.85,40.0,1570746787.5536358,64.0,75.0,10.29
0,miraflores,PE,-16.39,-71.52,11.0,1570746787.921433,7.0,68.0,6.93
0,chalchihuites,MX,23.48,-103.88,66.0,1570746788.4624655,49.0,71.06,5.7
0,puertollano,ES,38.69,-4.11,0.0,1570746788.802892,60.0,70.0,1.12
0,pangnirtung,CA,66.15,-65.72,90.0,1570746789.1195326,100.0,33.8,10.66
0,bull savanna,JM,17.89,-77.59,68.0,1570746789.4829438,92.0,72.84,2.17
0,san ramon,NI,12.92,-85.84,75.0,1570746789.8256445,94.0,69.8,4.7
0,aqtobe,KZ,50.28,57.21,32.0,1570746790.1574452,92.0,28.4,6.71
0,alghero,IT,40.56,8.32,0.0,1570746790.7029214,87.0,55.4,1.12
0,jiayuguan,CN,39.77,98.29,82.0,1570746791.092357,28.0,54.59,11.33
0,mackay,CA,53.65,-115.58,20.0,1570746791.4346533,33.0,44.6,10.29
0,la ronge,CA,55.1,-105.3,75.0,1570746792.355867,35.0,41.0,8.05
0,maldonado,UY,-34.91,-54.96,75.0,1570746792.7646964,73.0,73.4,10.89
0,tommot,RU,58.97,126.27,100.0,1570746793.0884755,90.0,16.72,8.96
0,saint-philippe,CA,45.36,-73.48,1.0,1570746793.5831072,58.0,61.0,13.87
0,honiara,SB,-9.43,159.96,20.0,1570746793.9133668,70.0,86.0,6.93
0,cobija,BR,-11.02,-68.77,75.0,1570746794.2296126,65.0,82.4,6.93
0,lagoa,PT,37.14,-8.45,0.0,1570746794.587419,73.0,71.6,5.82
0,roanoke,US,37.27,-79.94,1.0,1570746794.9196737,38.0,73.4,6.93
0,hami,CN,42.84,93.51,0.0,1570746795.2752247,27.0,55.33,9.96
0,caravelas,BR,-17.73,-39.27,0.0,1570746795.6633062,92.0,70.07,5.35
0,preobrazheniye,RU,42.9,133.91,15.0,1570746796.0440223,72.0,59.22,3.61
0,benguela,AO,-12.58,13.4,37.0,1570746796.4535706,84.0,72.97,4.55
0,seoul,KR,37.57,126.98,1.0,1570746796.8617816,100.0,57.2,2.24
0,okato,NZ,-39.19,173.88,73.0,1570746797.170708,87.0,61.0,4.0
0,camacupa,AO,-12.02,17.48,28.0,1570746797.520336,93.0,63.03,3.11
0,kavieng,PG,-2.57,150.8,72.0,1570746797.863782,67.0,85.05,7.45
0,ikalamavony,MG,-21.17,46.6,26.0,1570746798.225269,68.0,68.04,4.65
0,longyearbyen,NO,78.22,15.63,20.0,1570746798.5554247,73.0,24.8,4.7
0,coahuayana,MX,18.62,-100.35,45.0,1570746798.864384,83.0,77.95,1.55
0,arys,KZ,42.43,68.8,44.0,1570746799.1895366,45.0,56.55,6.99
0,santiago del estero,AR,-27.8,-64.26,1.0,1570746799.8314867,26.0,89.44,13.43
0,navalmoral de la mata,ES,39.89,-5.54,0.0,1570746800.240774,70.0,66.0,1.99
0,tiksi,RU,71.64,128.87,96.0,1570746800.670503,93.0,16.18,3.64
0,orotukan,RU,62.26,151.67,100.0,1570746801.056429,95.0,18.32,3.14
0,karlstad,SE,59.38,13.5,64.0,1570746801.4695737,100.0,48.2,6.93
0,padang,ID,-0.92,100.36,85.0,1570746801.7776325,90.0,67.69,2.68
0,barreirinhas,BR,-2.75,-42.83,50.0,1570746802.1210077,78.0,77.52,8.65
0,boma,GH,7.08,-2.17,68.0,1570746802.6669593,99.0,70.57,2.36
0,ilulissat,GL,69.22,-51.1,20.0,1570746802.9834712,49.0,26.6,28.86
0,lashio,MM,22.93,97.75,87.0,1570746803.3677814,97.0,64.96,0.63
0,alofi,NU,-19.06,-169.92,7.0,1570746803.689747,69.0,82.4,13.87
0,lima,PE,-12.06,-77.04,90.0,1570746804.2161121,77.0,62.6,9.17
0,vostok,RU,46.45,135.83,92.0,1570746804.5524414,75.0,44.73,3.97
0,wewak,PG,-3.55,143.63,93.0,1570746804.9213176,66.0,83.66,2.75
0,harper,US,30.3,-99.24,1.0,1570746805.2497325,36.0,95.0,9.17
0,buta,CD,2.79,24.73,100.0,1570746805.7807944,99.0,69.28,5.21
0,fort wellington,GY,6.4,-57.6,95.0,1570746806.0928862,78.0,82.26,15.86
0,oranjemund,ZA,-28.55,16.43,0.0,1570746806.3934457,45.0,57.87,3.38
0,port moresby,PG,-9.47,147.16,90.0,1570746806.7013457,94.0,77.0,11.41
0,codrington,AU,-28.95,153.24,75.0,1570746807.0404754,67.0,64.4,4.7
0,kailua,US,21.39,-157.74,75.0,1570746807.6560228,74.0,89.6,12.75
0,coquimbo,CL,-29.95,-71.34,75.0,1570746808.0262032,76.0,57.2,4.7
0,madimba,CM,4.42,9.93,100.0,1570746808.374425,98.0,73.42,1.06
0,barhi,IN,24.31,85.42,20.0,1570746808.7105913,94.0,77.0,1.75
0,peniche,PT,39.36,-9.38,0.0,1570746809.0298722,100.0,62.01,12.03
0,radeberg,DE,51.12,13.92,10.0,1570746809.4578738,71.0,52.0,10.29
0,port macquarie,AU,-31.43,152.91,90.0,1570746810.7904243,71.0,62.01,6.93
0,tombouctou,ML,16.77,-3.01,40.0,1570746811.201239,31.0,94.33,12.46
0,ajdabiya,LY,30.75,20.22,0.0,1570746811.5362995,61.0,72.73,5.16
0,alekseyevka,RU,53.25,50.49,90.0,1570746811.8465223,87.0,45.95,11.64
0,grootfontein,NA,-19.56,18.1,88.0,1570746812.2925532,46.0,66.11,7.91
0,djenne,ML,13.91,-4.55,73.0,1570746812.6271114,37.0,91.4,8.86
0,chokurdakh,RU,70.62,147.9,98.0,1570746813.21288,94.0,13.75,5.3
0,yaan,NG,7.38,8.57,76.0,1570746813.6561406,91.0,74.79,2.92
0,marzuq,YE,14.4,46.47,1.0,1570746814.168107,56.0,72.07,1.72
0,kokopo,PG,-4.34,152.27,76.0,1570746814.5789928,78.0,82.26,12.9
0,yueyang,CN,29.36,113.12,100.0,1570746814.9884944,76.0,66.2,8.76
0,hovd,NO,63.83,10.7,0.0,1570746815.4605484,94.0,43.0,5.82
0,baykit,RU,61.68,96.39,0.0,1570746816.0052073,71.0,19.26,1.04
0,pacasmayo,PE,-7.4,-79.57,48.0,1570746816.3182876,83.0,61.61,13.25
0,maniitsoq,GL,65.42,-52.9,70.0,1570746816.6554644,59.0,35.42,11.73
0,rawson,AR,-43.3,-65.11,100.0,1570746816.9917161,70.0,54.43,1.49
0,port-cartier,CA,50.03,-66.88,20.0,1570746817.3239174,75.0,46.0,1.79
0,najran,SA,17.54,44.22,52.0,1570746817.8538492,37.0,71.6,2.28
0,ponca city,US,36.73,-97.07,90.0,1570746818.348594,71.0,52.0,20.8
0,mayo,CA,63.59,-135.9,75.0,1570746818.6734369,64.0,39.2,9.17
0,samoded,RU,63.61,40.52,100.0,1570746818.9867094,98.0,33.1,4.53
0,calbuco,CL,-41.77,-73.13,90.0,1570746819.373297,82.0,55.4,5.82
0,kumbhraj,IN,24.44,77.0,0.0,1570746819.688858,69.0,69.71,2.63
0,puro,PH,13.13,123.76,98.0,1570746820.0161743,79.0,80.01,5.94
0,gravdal,NO,59.79,5.78,84.0,1570746820.3275113,71.0,51.8,14.99
0,zugdidi,GE,42.51,41.88,40.0,1570746820.6432436,93.0,62.6,3.36
0,macusani,PE,-14.07,-70.43,0.0,1570746821.0995648,85.0,35.24,1.7
0,black river,JM,18.03,-77.85,40.0,1570746821.420347,70.0,87.8,12.75
0,kaohsiung,TW,22.62,120.31,75.0,1570746821.79241,78.0,79.0,5.82
0,erenhot,CN,43.65,111.97,0.0,1570746822.104256,32.0,44.37,14.34
0,berlevag,NO,70.86,29.09,100.0,1570746822.4777925,78.0,40.05,9.93
0,meulaboh,ID,4.14,96.13,100.0,1570746822.8181083,83.0,79.45,7.29
0,guerrero negro,MX,27.97,-114.04,0.0,1570746823.1411388,70.0,69.01,15.16
0,esmeraldas,BR,-19.76,-44.31,75.0,1570746823.5175831,56.0,77.0,12.75
0,colac,AU,-38.34,143.59,39.0,1570746823.8386984,99.0,55.0,1.01
0,yumen,CN,40.29,97.04,12.0,1570746824.1857681,34.0,48.69,5.16
0,karpogory,RU,64.0,44.44,100.0,1570746824.5383499,93.0,36.1,7.17
0,panaba,MX,21.28,-88.27,53.0,1570746824.8889136,78.0,81.77,8.74
0,strezhevoy,RU,60.73,77.6,100.0,1570746825.2164621,70.0,35.6,11.14
0,tessalit,ML,20.2,1.01,16.0,1570746825.5352414,36.0,85.91,15.22
0,lalmohan,BD,22.34,90.74,18.0,1570746826.087673,90.0,75.78,3.89
0,landsberg,DE,51.53,12.16,71.0,1570746826.45568,81.0,52.0,14.99
0,port-gentil,GA,-0.72,8.78,75.0,1570746826.8002934,94.0,77.0,13.87
0,talnakh,RU,69.49,88.39,100.0,1570746827.1731656,61.0,17.65,13.83
0,artyom,RU,43.36,132.19,40.0,1570746827.4926834,100.0,51.8,4.47
0,kysyl-syr,RU,63.9,122.77,95.0,1570746827.7964725,88.0,15.6,9.36
0,zhigansk,RU,66.77,123.37,39.0,1570746828.1577234,91.0,18.18,23.37
0,gandajika,CD,-6.75,23.95,95.0,1570746828.6975698,84.0,70.2,2.85
0,sarakhs,TM,36.54,61.16,3.0,1570746829.0345943,60.0,68.0,4.7
0,kudahuvadhoo,MV,2.67,72.89,100.0,1570746829.3763962,72.0,81.27,2.28
0,birin,NP,26.89,88.07,0.0,1570746829.7117436,93.0,51.94,2.74
0,alta floresta,BR,-9.87,-56.08,95.0,1570746830.0404892,76.0,77.45,5.39
0,namatanai,PG,-3.66,152.44,94.0,1570746830.3785777,68.0,85.12,7.23
0,dubasari,MD,47.26,29.16,100.0,1570746830.9335501,87.0,57.2,4.7
0,presidente medici,BR,-11.18,-61.9,99.0,1570746831.2653327,91.0,74.71,4.35
0,tocopilla,CL,-22.09,-70.2,0.0,1570746831.7808077,21.0,52.45,1.31
0,horsham,AU,-36.71,142.2,6.0,1570746832.293297,55.0,57.45,7.9
0,daragutan,PH,17.0,122.03,76.0,1570746832.6214917,92.0,72.1,2.25
0,erie,US,42.13,-80.09,1.0,1570746833.011259,59.0,66.2,11.41
0,isiro,CD,2.77,27.62,100.0,1570746833.4168189,99.0,64.69,1.95
0,huizhou,CN,23.11,114.41,0.0,1570746833.7485805,78.0,78.6,1.16
0,shahrud,IR,36.42,54.97,0.0,1570746834.0941455,84.0,47.88,2.25
0,sungaipenuh,ID,-2.08,101.38,89.0,1570746834.4110575,94.0,62.55,1.45
0,ustupo,PA,9.13,-77.93,100.0,1570746834.7280395,95.0,74.84,0.68
0,constitucion,MX,23.99,-104.67,40.0,1570746835.044605,24.0,78.8,4.7
0,mattru,SL,7.62,-11.83,72.0,1570746835.368551,93.0,75.11,2.99
0,khasan,RU,42.43,130.64,39.0,1570746835.7036777,60.0,58.53,10.68
0,moldava nad bodvou,SK,48.61,21.0,2.0,1570746836.0521972,93.0,46.0,4.7
0,ikere,NG,7.49,5.23,85.0,1570746836.3932958,99.0,69.84,2.4
0,churapcha,RU,62.0,132.43,100.0,1570746836.8000712,92.0,19.44,9.74
0,sechura,PE,-5.56,-80.82,52.0,1570746837.111022,84.0,62.91,11.9
0,clonakilty,IE,51.62,-8.87,75.0,1570746837.57001,93.0,55.99,21.92
0,tomatlan,MX,19.93,-105.25,100.0,1570746837.8984704,96.0,76.84,3.49
0,iquique,CL,-20.22,-70.14,90.0,1570746838.202293,72.0,62.6,6.93
0,ostersund,SE,63.18,14.64,34.0,1570746838.5378563,100.0,35.6,3.36
0,montclair,US,40.83,-74.21,75.0,1570746838.9509037,32.0,69.8,10.29
0,ipixuna,BR,-1.76,-48.8,40.0,1570746839.6009262,66.0,84.2,8.05
0,bandarbeyla,SO,9.49,50.81,1.0,1570746839.9366,89.0,78.89,7.53
0,upata,VE,8.02,-62.41,100.0,1570746840.2532363,93.0,75.0,2.29
0,yarada,IN,17.65,83.27,75.0,1570746840.5832832,94.0,77.0,2.24
0,natal,BR,-5.81,-35.21,40.0,1570746840.935983,78.0,80.6,8.05
0,carutapera,BR,-1.2,-46.02,84.0,1570746841.2596836,78.0,80.51,17.4
0,dagana,MR,16.52,-15.51,0.0,1570746841.6221414,62.0,87.8,14.12
0,bastos,BR,-21.92,-50.73,39.0,1570746842.1264942,63.0,77.54,11.76
0,scarborough,GB,54.28,-0.41,87.0,1570746842.6338885,93.0,59.0,20.8
0,merauke,ID,-8.49,140.4,100.0,1570746843.0454073,57.0,85.55,5.17
0,nizhniy odes,RU,63.64,54.86,98.0,1570746843.4710302,95.0,32.31,8.0
0,zlobin,HR,45.29,14.65,94.0,1570746843.7930768,63.0,63.0,10.29
0,boca do acre,BR,-8.76,-67.39,72.0,1570746844.1456149,94.0,70.47,3.38
0,mount gambier,AU,-37.83,140.78,1.0,1570746844.4977202,93.0,50.0,6.93
0,tandil,AR,-37.33,-59.14,100.0,1570746844.9882915,93.0,64.27,7.37
0,lorengau,PG,-2.02,147.27,100.0,1570746845.3451624,70.0,83.14,4.47
0,mandalgovi,MN,45.76,106.27,100.0,1570746845.8110838,94.0,26.17,11.8
0,misratah,LY,32.38,15.09,0.0,1570746846.114911,71.0,75.27,10.03
0,vieux-habitants,GP,16.06,-61.77,4.0,1570746846.4236352,74.0,82.4,4.7
0,roald,NO,62.58,6.12,96.0,1570746846.7389643,87.0,48.2,12.75
0,williston,US,48.15,-103.62,100.0,1570746847.140832,63.0,32.0,18.34
0,oussouye,SN,12.49,-16.54,40.0,1570746847.4892654,83.0,82.4,4.7
0,quthing,LS,-30.4,27.7,33.0,1570746847.811077,61.0,47.5,3.24
0,awjilah,LY,29.14,21.3,48.0,1570746848.1512842,48.0,73.53,7.28
0,san jeronimo,PE,-13.65,-73.37,1.0,1570746848.7064655,84.0,51.75,5.0
0,constanza,DO,18.91,-70.74,20.0,1570746849.0430253,52.0,87.8,6.93
0,kapit,MY,2.02,112.94,100.0,1570746849.3560479,95.0,74.26,0.35
0,karratha,AU,-20.74,116.85,0.0,1570746849.8040771,49.0,80.98,10.83
0,olinda,AU,-37.84,145.39,90.0,1570746850.116409,76.0,55.99,4.7
0,laguna,BZ,16.17,-88.94,40.0,1570746850.5207925,70.0,89.6,9.17
0,victoria point,AU,-27.58,153.3,40.0,1570746850.8643138,63.0,68.0,6.93
0,nosy varika,MG,-20.58,48.53,25.0,1570746851.5460565,93.0,68.5,3.59
0,broken hill,AU,-31.97,141.45,75.0,1570746852.0825312,33.0,59.0,8.05
0,beziers,FR,43.35,3.22,0.0,1570746852.5183392,76.0,60.8,4.7
0,turkan,AF,35.6,68.92,79.0,1570746852.8581414,67.0,37.85,2.43
0,prado,CO,3.75,-74.93,54.0,1570746853.1761744,68.0,74.98,3.17
0,pristen,RU,51.24,36.69,100.0,1570746853.5920076,87.0,48.4,6.79
0,nuuk,GL,64.17,-51.74,20.0,1570746853.8997724,61.0,32.0,6.93
0,mayakonda,IN,14.29,76.08,100.0,1570746854.2233331,94.0,69.8,5.2
0,iguape,BR,-24.7,-47.56,8.0,1570746854.6175323,98.0,64.31,1.3
0,barcelos,BR,-0.97,-62.93,64.0,1570746855.0167558,76.0,78.94,2.1
0,staicele,LV,57.83,24.75,89.0,1570746855.3327765,97.0,46.0,3.0
0,imbituba,BR,-28.24,-48.67,0.0,1570746855.651525,68.0,71.6,13.87
0,grindavik,IS,63.84,-22.43,75.0,1570746855.965978,81.0,42.8,17.22
0,apiai,BR,-24.51,-48.84,4.0,1570746856.305849,99.0,60.73,2.96
0,brae,GB,60.4,-1.35,26.0,1570746856.6340618,87.0,48.2,8.05
0,sarh,TD,9.14,18.39,87.0,1570746856.95845,94.0,78.8,3.06
0,kemi,FI,65.74,24.56,90.0,1570746857.2885993,92.0,32.0,3.36
0,san borja,BO,-14.86,-66.75,0.0,1570746857.887569,47.0,79.75,1.63
0,parrita,CR,9.52,-84.33,75.0,1570746858.1957264,88.0,71.6,4.7
0,nardaran,AZ,40.56,50.01,90.0,1570746858.5266368,77.0,66.2,13.87
0,santa isabel do rio negro,BR,-0.41,-65.02,78.0,1570746858.843092,92.0,75.56,2.1
0,san cristobal,HN,14.68,-86.92,96.0,1570746859.1920738,92.0,68.56,8.92
0,mundo novo,BR,-23.94,-54.29,0.0,1570746859.5120425,47.0,74.66,4.41
0,mecca,SA,21.43,39.83,3.0,1570746859.8394492,48.0,83.16,2.16
0,nagram,IN,26.62,81.14,0.0,1570746860.174098,94.0,73.4,2.43
0,machiques,VE,10.06,-72.55,86.0,1570746860.7219152,85.0,78.15,2.97
0,hisar,IN,29.16,75.73,0.0,1570746861.0309978,43.0,76.78,5.37
0,nagapattinam,IN,10.76,79.84,92.0,1570746861.352181,74.0,82.94,5.33
0,mao,DO,19.55,-71.08,20.0,1570746861.6865554,52.0,87.8,6.93
0,bolnisi,GE,41.45,44.54,90.0,1570746862.0266838,82.0,60.8,3.36
0,kedrovyy,RU,56.17,91.82,0.0,1570746862.610813,59.0,22.78,9.02
0,galesong,ID,-5.32,119.37,20.0,1570746863.0956867,88.0,71.6,4.7
0,sulangan,PH,11.14,123.72,83.0,1570746863.4825222,71.0,82.85,6.65
0,amarwara,IN,22.3,79.17,1.0,1570746863.83308,80.0,65.5,2.32
0,kunashak,RU,55.7,61.55,0.0,1570746864.2430274,85.0,30.0,1.01
0,bauchi,NG,10.31,9.85,0.0,1570746864.6642094,82.0,72.72,2.25
0,port hedland,AU,-20.31,118.58,21.0,1570746865.0622113,82.0,66.2,8.69
0,sinaloa,MX,32.55,-115.28,5.0,1570746865.3944008,3.0,84.2,19.46
0,kolokani,ML,13.58,-8.03,86.0,1570746865.7360864,31.0,76.3,8.79
0,makat,KZ,47.65,53.35,0.0,1570746866.1055865,49.0,46.29,8.35
0,srivardhan,IN,18.03,73.02,100.0,1570746866.4079955,81.0,77.94,4.56
0,mareeba,AU,-16.99,145.42,75.0,1570746866.7424428,69.0,80.01,5.82
0,cururupu,BR,-1.82,-44.87,100.0,1570746867.0454805,86.0,73.58,3.23
0,middelburg,NL,51.5,3.61,100.0,1570746867.4895728,76.0,57.99,23.04
0,caluquembe,AO,-13.78,14.68,100.0,1570746868.038502,84.0,63.82,0.84
0,pasighat,IN,28.06,95.33,32.0,1570746868.6030383,94.0,68.36,1.65
0,ariogala,LT,55.26,23.48,35.0,1570746868.95445,87.0,50.0,11.41
0,bud,NO,62.91,6.91,100.0,1570746869.510071,87.0,48.2,4.7
0,pogranichnyy,RU,44.41,131.38,78.0,1570746869.865693,64.0,51.94,6.7
0,itoman,JP,26.12,127.67,20.0,1570746870.1886091,65.0,77.0,23.04
0,okha,RU,53.59,142.95,67.0,1570746870.5038867,64.0,45.73,9.45
0,namie,JP,37.52,140.86,75.0,1570746870.8093367,100.0,60.8,5.82
0,dubai,AE,25.27,55.3,0.0,1570746871.2174413,45.0,86.0,4.7
0,leningradskiy,RU,69.38,178.42,0.0,1570746871.5356717,65.0,21.97,6.64
0,sorland,NO,67.67,12.69,74.0,1570746871.8708844,64.0,44.56,11.85
0,clovis,US,36.83,-119.7,1.0,1570746872.192494,17.0,79.0,3.36
0,szczecinek,PL,53.71,16.69,28.0,1570746872.5279453,91.0,48.99,1.01
0,aras,ES,42.56,-2.36,0.0,1570746872.8398614,81.0,54.0,1.12
0,maues,BR,-3.38,-57.72,57.0,1570746873.162066,69.0,79.29,2.13
0,porgera,PG,-5.46,143.15,68.0,1570746873.9801676,90.0,59.49,2.48
0,zhangjiakou,CN,40.77,114.88,16.0,1570746874.3810065,83.0,47.37,3.81
0,santos dumont,BR,-21.46,-43.55,75.0,1570746874.7903647,93.0,62.6,3.36
0,bolobo,CD,-2.17,16.23,17.0,1570746875.11349,85.0,73.38,2.69
0,filadelfia,PY,-22.35,-60.04,0.0,1570746875.499501,39.0,86.41,10.74
0,peterborough,CA,44.3,-78.32,1.0,1570746875.8222299,39.0,64.4,5.82
0,college,US,64.86,-147.8,90.0,1570746876.1472385,93.0,39.2,2.7
0,port blair,IN,11.67,92.75,83.0,1570746876.521082,68.0,82.6,0.42
0,khangah dogran,PK,31.83,73.62,0.0,1570746876.856872,35.0,72.97,3.98
0,thinadhoo,MV,0.53,72.93,100.0,1570746877.223063,80.0,81.54,12.2
0,broome,GB,52.47,1.45,100.0,1570746877.5756986,93.0,60.01,11.41
0,morondava,MG,-20.3,44.28,0.0,1570746877.9064858,61.0,75.6,3.41
0,nome,US,30.04,-94.42,1.0,1570746878.2274685,55.0,88.0,9.17
0,grand island,US,40.92,-98.34,90.0,1570746878.5823977,86.0,37.4,21.92
0,rorvik,NO,64.86,11.24,0.0,1570746878.914998,95.0,35.01,5.12
0,zaraza,VE,9.35,-65.33,100.0,1570746879.2521973,97.0,71.96,3.41
0,maralal,KE,1.1,36.7,81.0,1570746880.132321,81.0,62.92,8.08
0,avera,US,33.19,-82.53,1.0,1570746880.5271304,41.0,80.6,6.93
0,half moon bay,US,37.46,-122.43,75.0,1570746881.0511076,40.0,79.0,5.82
0,shakawe,BW,-18.36,21.84,99.0,1570746881.665098,66.0,68.56,3.15
0,borovichi,RU,58.39,33.91,100.0,1570746881.9711854,99.0,43.05,4.21
